0.000000000000000000e+00 1.427083422940266478e-13 6.603168685016879859e-14 1.427083422940266478e-13 6.603168685016879859e-14 1.424620056750566676e-13 6.591764258325580242e-14 1.424620056750566676e-13 6.591764258325580242e-14 1.425214752380528270e-13 6.594522528004752154e-14 1.425214752380528270e-13 6.594522528004752154e-14 1.421158093851801765e-13 6.575751737156729557e-14 1.421158093851801765e-13 6.575751737156729557e-14 1.421318366501228588e-13 6.576490792772431333e-14 1.421318366501228588e-13 6.576490792772431333e-14 1.421696468596549385e-13 6.578234426779926183e-14 1.421696468596549385e-13 6.578234426779926183e-14 1.422672146029028052e-13 6.582755305968318475e-14 1.422672146029028052e-13 6.582755305968318475e-14 1.433244510020814587e-13 6.631673321013324939e-14 1.433244510020814587e-13 6.631673321013324939e-14
5.000000000000000000e-01 2.278782728340801242e-02 1.054573465860717159e-02 2.278782728340801242e-02 1.054573465860717159e-02 1.577537134199419669e-02 7.300349048709802932e-03 1.577537134199419669e-02 7.300349048709802932e-03 1.286460304571731758e-02 5.953553342922492803e-03 1.286460304571731758e-02 5.953553342922492803e-03 1.021174576179611354e-02 4.725931640293701795e-03 1.021174576179611354e-02 4.725931640293701795e-03 8.314666885469688962e-03 3.848032668329196600e-03 8.314666885469688962e-03 3.848032668329196600e-03 6.909887148428108319e-03 3.197940232123638697e-03 6.909887148428108319e-03 3.197940232123638697e-03 5.593573055363324290e-03 2.588942757315451128e-03 5.593573055363324290e-03 2.588942757315451128e-03 4.653472508928657540e-03 2.153789762860291567e-03 4.653472508928657540e-03 2.153789762860291567e-03
1.000000000000000000e+00 4.428020863022603948e-02 2.048918305753384336e-02 4.428020863022603948e-02 2.048918305753384336e-02 3.022226695899555074e-02 1.398389300300804244e-02 3.022226695899555074e-02 1.398389300300804244e-02 2.435586024893061918e-02 1.127007636040895655e-02 2.435586024893061918e-02 1.127007636040895655e-02 1.922093638519377715e-02 8.894140590837066804e-03 1.922093638519377715e-02 8.894140590837066804e-03 1.544459741720389731e-02 7.146746642112310199e-03 1.544459741720389731e-02 7.146746642112310199e-03 1.270057125124206612e-02 5.876994389609450573e-03 1.270057125124206612e-02 5.876994389609450573e-03 1.016320493955710953e-02 4.703199854758533839e-03 1.016320493955710953e-02 4.703199854758533839e-03 8.385446215728569949e-03 3.880353438978664631e-03 8.385446215728569949e-03 3.880353438978664631e-03
1.500000000000000000e+00 6.459033646101867976e-02 2.988014521828608050e-02 6.459033646101867976e-02 2.988014521828608050e-02 4.346991213825170119e-02 2.010878567422222027e-02 4.346991213825170119e-02 2.010878567422222027e-02 3.461117095145595235e-02 1.601189789161147972e-02 3.461117095145595235e-02 1.601189789161147972e-02 2.715749200152242637e-02 1.256379671114504597e-02 2.715749200152242637e-02 1.256379671114504597e-02 2.152820877507689509e-02 9.959485755755876843e-03 2.152820877507689509e-02 9.959485755755876843e-03 1.751025722139787702e-02 8.100574051429760766e-03 1.751025722139787702e-02 8.100574051429760766e-03 1.384468586295299099e-02 6.405207259546613803e-03 1.384468586295299099e-02 6.405207259546613803e-03 1.132634434825731742e-02 5.239738155255060405e-03 1.132634434825731742e-02 5.239738155255060405e-03
2.000000000000000000e+00 8.381776387473297008e-02 3.876272661616548404e-02 8.381776387473297008e-02 3.876272661616548404e-02 5.563257170027487847e-02 2.572675846959044180e-02 5.563257170027487847e-02 2.572675846959044180e-02 4.375279714369500333e-02 2.023479792702938609e-02 4.375279714369500333e-02 2.023479792702938609e-02 3.413642965364947074e-02 1.578754904486842289e-02 3.413642965364947074e-02 1.578754904486842289e-02 2.668859017572101575e-02 1.234283673365560267e-02 2.668859017572101575e-02 1.234283673365560267e-02 2.146180978231922859e-02 9.925290364241846561e-03 2.146180978231922859e-02 9.925290364241846561e-03 1.675865293686324906e-02 7.750644111561944688e-03 1.675865293686324906e-02 7.750644111561944688e-03 1.359170674945983127e-02 6.285322877494555621e-03 1.359170674945983127e-02 6.285322877494555621e-03
2.500000000000000000e+00 1.020503658136108494e-01 4.717607443571058407e-02 1.020503658136108494e-01 4.717607443571058407e-02 6.681148254605109860e-02 3.088386829787356791e-02 6.681148254605109860e-02 3.088386829787356791e-02 5.188978530175078485e-02 2.398875912618586570e-02 5.188978530175078485e-02 2.398875912618586570e-02 4.025977138282648554e-02 1.861229063590744137e-02 4.025977138282648554e-02 1.861229063590744137e-02 3.103538628346236283e-02 1.434738861016796908e-02 3.103538628346236283e-02 1.434738861016796908e-02 2.466460764140709916e-02 1.140170834987913953e-02 2.466460764140709916e-02 1.140170834987913953e-02 1.901245548225349857e-02 8.789201820880832017e-03 1.901245548225349857e-02 8.789201820880832017e-03 1.528404276090603725e-02 7.064591162962411200e-03 1.528404276090603725e-02 7.064591162962411200e-03
3.000000000000000000e+00 1.193660393136192349e-01 5.515504086095652375e-02 1.193660393136192349e-01 5.515504086095652375e-02 7.709655153870453859e-02 3.562117925728569556e-02 7.709655153870453859e-02 3.562117925728569556e-02 5.911966893486013397e-02 2.731865720725473734e-02 5.911966893486013397e-02 2.731865720725473734e-02 4.561823456846544889e-02 2.107985788991192586e-02 4.561823456846544889e-02 2.107985788991192586e-02 3.466646861428836213e-02 1.601842788756790634e-02 3.466646861428836213e-02 1.601842788756790634e-02 2.721618712965980305e-02 1.257503551652961946e-02 2.721618712965980305e-02 1.257503551652961946e-02 2.070181009200594210e-02 9.565285045192729527e-03 2.070181009200594210e-02 9.565285045192729527e-03 1.649447628464115884e-02 7.619834541028537751e-03 1.649447628464115884e-02 7.619834541028537751e-03
3.500000000000000000e+00 1.358341731490446957e-01 6.273077390436579415e-02 1.358341731490446957e-01 6.273077390436579415e-02 8.656784318458340954e-02 3.997537708652911664e-02 8.656784318458340954e-02 3.997537708652911664e-02 6.552997511609814918e-02 3.026488903278945486e-02 6.552997511609814918e-02 3.026488903278945486e-02 5.029272750910641215e-02 2.322766449919067000e-02 5.029272750910641215e-02 2.322766449919067000e-02 3.766941613004370221e-02 1.739656895322683541e-02 3.766941613004370221e-02 1.739656895322683541e-02 2.920369657133314520e-02 1.348574488006400347e-02 2.920369657133314520e-02 1.348574488006400347e-02 2.191226411948947114e-02 1.011864413525300800e-02 2.191226411948947114e-02 1.011864413525300800e-02 1.730420705045968358e-02 7.988789236815323908e-03 1.730420705045968358e-02 7.988789236815323908e-03
4.000000000000000000e+00 1.515169142862532181e-01 6.993123876546172846e-02 1.515169142862532181e-01 6.993123876546172846e-02 9.529687920458553008e-02 4.397931784945455919e-02 9.529687920458553008e-02 4.397931784945455919e-02 7.119955490732575443e-02 3.286393916509114388e-02 7.119955490732575443e-02 3.286393916509114388e-02 5.435566970955188482e-02 2.508927148052291292e-02 5.435566970955188482e-02 2.508927148052291292e-02 4.012282159924600300e-02 1.851832025340385823e-02 4.012282159924600300e-02 1.851832025340385823e-02 3.070517824636603485e-02 1.417013344318485656e-02 3.070517824636603485e-02 1.417013344318485656e-02 2.272048094726024370e-02 1.048493899186018867e-02 2.272048094726024370e-02 1.048493899186018867e-02 1.778581057895066778e-02 8.205210836262653851e-03 1.778581057895066778e-02 8.205210836262653851e-03
4.500000000000000000e+00 1.664702556764882935e-01 7.678167411163916434e-02 1.664702556764882935e-01 7.678167411163916434e-02 1.033477699181094417e-01 4.766251386237639609e-02 1.033477699181094417e-01 4.766251386237639609e-02 7.619975423402691739e-02 3.514888658866158894e-02 7.619975423402691739e-02 3.514888658866158894e-02 5.787215281710846038e-02 2.669489546781186190e-02 5.787215281710846038e-02 2.669489546781186190e-02 4.209743562093425095e-02 1.941658674144960614e-02 4.209743562093425095e-02 1.941658674144960614e-02 3.179069055575203112e-02 1.466081729194595312e-02 3.179069055575203112e-02 1.466081729194595312e-02 2.319535592799119167e-02 1.069623416873296401e-02 2.319535592799119167e-02 1.069623416873296401e-02 1.800439713033719774e-02 8.299392229430080023e-03 1.800439713033719774e-02 8.299392229430080023e-03
